"State","District","Crop","Year","Season","Area","Area Units","Production","Production Units","Yield"
"Assam","NAGAON","Moong(Green Gram)","2001-02","Rabi","994.0","Hectare","401.0","Tonnes","0.403420523138833"
"Assam","NAGAON","Moong(Green Gram)","2002-03","Rabi","927.0","Hectare","375.0","Tonnes","0.4045307443365696"
"Assam","NAGAON","Moong(Green Gram)","2003-04","Rabi","859.0","Hectare","347.0","Tonnes","0.4039580908032596"
"Assam","NALBARI","Moong(Green Gram)","2001-02","Rabi","340.0","Hectare","145.0","Tonnes","0.4264705882352941"
"Assam","NALBARI","Moong(Green Gram)","2002-03","Rabi","330.0","Hectare","141.0","Tonnes","0.42727272727272725"
"Assam","NALBARI","Moong(Green Gram)","2003-04","Rabi","335.0","Hectare","143.0","Tonnes","0.42686567164179107"
"Assam","SIVASAGAR","Moong(Green Gram)","2001-02","Rabi","69.0","Hectare","27.0","Tonnes","0.391304347826087"
"Assam","SIVASAGAR","Moong(Green Gram)","2002-03","Rabi","54.0","Hectare","20.0","Tonnes","0.37037037037037035"
"Assam","SIVASAGAR","Moong(Green Gram)","2003-04","Rabi","27.0","Hectare","10.0","Tonnes","0.37037037037037035"
"Assam","SONITPUR","Moong(Green Gram)","2001-02","Rabi","696.0","Hectare","393.0","Tonnes","0.5646551724137931"
"Assam","SONITPUR","Moong(Green Gram)","2002-03","Rabi","630.0","Hectare","361.0","Tonnes","0.573015873015873"
"Assam","SONITPUR","Moong(Green Gram)","2003-04","Rabi","683.0","Hectare","395.0","Tonnes","0.5783308931185944"
"Assam","TINSUKIA","Moong(Green Gram)","2001-02","Rabi","49.0","Hectare","20.0","Tonnes","0.40816326530612246"
"Assam","TINSUKIA","Moong(Green Gram)","2002-03","Rabi","82.0","Hectare","33.0","Tonnes","0.4024390243902439"
"Assam","TINSUKIA","Moong(Green Gram)","2003-04","Rabi","87.0","Hectare","35.0","Tonnes","0.40229885057471265"
"Assam","BARPETA","Niger seed","2001-02","Kharif","964.0","Hectare","501.0","Tonnes","0.5197095435684648"
"Assam","BARPETA","Niger seed","2002-03","Kharif","1121.0","Hectare","583.0","Tonnes","0.52007136485281"
"Assam","BARPETA","Niger seed","2003-04","Kharif","1121.0","Hectare","583.0","Tonnes","0.52007136485281"
"Assam","BONGAIGAON","Niger seed","2001-02","Kharif","399.0","Hectare","200.0","Tonnes","0.5012531328320802"
"Assam","BONGAIGAON","Niger seed","2002-03","Kharif","451.0","Hectare","226.0","Tonnes","0.5011086474501109"
"Assam","BONGAIGAON","Niger seed","2003-04","Kharif","441.0","Hectare","221.0","Tonnes","0.5011337868480725"
"Assam","CACHAR","Niger seed","2001-02","Kharif","24.0","Hectare","10.0","Tonnes","0.4166666666666667"
"Assam","CACHAR","Niger seed","2002-03","Kharif","24.0","Hectare","10.0","Tonnes","0.4166666666666667"
"Assam","CACHAR","Niger seed","2003-04","Kharif","26.0","Hectare","11.0","Tonnes","0.4230769230769231"
"Assam","DARRANG","Niger seed","2001-02","Kharif","315.0","Hectare","158.0","Tonnes","0.5015873015873016"
"Assam","DARRANG","Niger seed","2002-03","Kharif","801.0","Hectare","401.0","Tonnes","0.5006242197253433"
"Assam","DARRANG","Niger seed","2003-04","Kharif","756.0","Hectare","392.0","Tonnes","0.5185185185185185"
"Assam","DHEMAJI","Niger seed","2001-02","Kharif","50.0","Hectare","26.0","Tonnes","0.52"
"Assam","DHEMAJI","Niger seed","2002-03","Kharif","50.0","Hectare","26.0","Tonnes","0.52"
"Assam","DHEMAJI","Niger seed","2003-04","Kharif","50.0","Hectare","26.0","Tonnes","0.52"
"Assam","DHUBRI","Niger seed","2001-02","Kharif","1654.0","Hectare","868.0","Tonnes","0.524788391777509"
"Assam","DHUBRI","Niger seed","2002-03","Kharif","1660.0","Hectare","872.0","Tonnes","0.5253012048192771"
"Assam","DHUBRI","Niger seed","2003-04","Kharif","1726.0","Hectare","906.0","Tonnes","0.5249130938586327"
"Assam","DIMA HASAO","Niger seed","2001-02","Kharif","1.0","Hectare","1.0","Tonnes","1.0"
"Assam","DIMA HASAO","Niger seed","2002-03","Kharif","1.0","Hectare","1.0","Tonnes","1.0"
"Assam","DIMA HASAO","Niger seed","2003-04","Kharif","1.0","Hectare","1.0","Tonnes","1.0"
"Assam","GOALPARA","Niger seed","2001-02","Kharif","960.0","Hectare","480.0","Tonnes","0.5"
"Assam","GOALPARA","Niger seed","2002-03","Kharif","900.0","Hectare","450.0","Tonnes","0.5"
"Assam","GOALPARA","Niger seed","2003-04","Kharif","912.0","Hectare","456.0","Tonnes","0.5"
"Assam","GOLAGHAT","Niger seed","2001-02","Kharif","11.0","Hectare","5.0","Tonnes","0.45454545454545453"
"Assam","GOLAGHAT","Niger seed","2002-03","Kharif","11.0","Hectare","5.0","Tonnes","0.45454545454545453"
"Assam","GOLAGHAT","Niger seed","2003-04","Kharif","13.0","Hectare","5.0","Tonnes","0.38461538461538464"
"Assam","KAMRUP","Niger seed","2001-02","Kharif","1648.0","Hectare","824.0","Tonnes","0.5"
"Assam","KAMRUP","Niger seed","2002-03","Kharif","1666.0","Hectare","833.0","Tonnes","0.5"
"Assam","KAMRUP","Niger seed","2003-04","Kharif","1537.0","Hectare","769.0","Tonnes","0.5003253090435914"
"Assam","KARBI ANGLONG","Niger seed","2001-02","Kharif","45.0","Hectare","26.0","Tonnes","0.5777777777777777"
"Assam","KARBI ANGLONG","Niger seed","2002-03","Kharif","41.0","Hectare","21.0","Tonnes","0.5121951219512195"
"Assam","KARBI ANGLONG","Niger seed","2003-04","Kharif","59.0","Hectare","31.0","Tonnes","0.5254237288135594"
"Assam","KOKRAJHAR","Niger seed","2001-02","Kharif","595.0","Hectare","298.0","Tonnes","0.5008403361344538"
"Assam","KOKRAJHAR","Niger seed","2002-03","Kharif","1050.0","Hectare","525.0","Tonnes","0.5"
"Assam","KOKRAJHAR","Niger seed","2003-04","Kharif","990.0","Hectare","495.0","Tonnes","0.5"
"Assam","LAKHIMPUR","Niger seed","2001-02","Kharif","12.0","Hectare","6.0","Tonnes","0.5"
"Assam","LAKHIMPUR","Niger seed","2002-03","Kharif","8.0","Hectare","4.0","Tonnes","0.5"
"Assam","LAKHIMPUR","Niger seed","2003-04","Kharif","7.0","Hectare","6.0","Tonnes","0.8571428571428571"
"Assam","MARIGAON","Niger seed","2001-02","Kharif","120.0","Hectare","60.0","Tonnes","0.5"
"Assam","MARIGAON","Niger seed","2002-03","Kharif","120.0","Hectare","60.0","Tonnes","0.5"
"Assam","MARIGAON","Niger seed","2003-04","Kharif","135.0","Hectare","68.0","Tonnes","0.5037037037037037"
"Assam","NAGAON","Niger seed","2001-02","Kharif","294.0","Hectare","150.0","Tonnes","0.5102040816326531"
"Assam","NAGAON","Niger seed","2002-03","Kharif","295.0","Hectare","150.0","Tonnes","0.5084745762711864"
"Assam","NAGAON","Niger seed","2003-04","Kharif","264.0","Hectare","134.0","Tonnes","0.5075757575757576"
"Assam","NALBARI","Niger seed","2001-02","Kharif","1580.0","Hectare","822.0","Tonnes","0.520253164556962"
"Assam","NALBARI","Niger seed","2002-03","Kharif","1480.0","Hectare","770.0","Tonnes","0.5202702702702703"
"Assam","NALBARI","Niger seed","2003-04","Kharif","1480.0","Hectare","770.0","Tonnes","0.5202702702702703"
"Assam","SONITPUR","Niger seed","2001-02","Kharif","240.0","Hectare","131.0","Tonnes","0.5458333333333333"
"Assam","SONITPUR","Niger seed","2002-03","Kharif","222.0","Hectare","122.0","Tonnes","0.5495495495495496"
"Assam","SONITPUR","Niger seed","2003-04","Kharif","226.0","Hectare","126.0","Tonnes","0.5575221238938053"
"Assam","TINSUKIA","Niger seed","2001-02","Kharif","2.0","Hectare","1.0","Tonnes","0.5"
"Assam","TINSUKIA","Niger seed","2002-03","Kharif","3.0","Hectare","1.0","Tonnes","0.3333333333333333"
"Assam","TINSUKIA","Niger seed","2003-04","Kharif","3.0","Hectare","1.0","Tonnes","0.3333333333333333"
"Assam","BARPETA","Onion","2001-02","Whole Year","810.0","Hectare","1215.0","Tonnes","1.5"
"Assam","BARPETA","Onion","2002-03","Whole Year","820.0","Hectare","1231.0","Tonnes","1.501219512195122"
"Assam","BARPETA","Onion","2003-04","Whole Year","830.0","Hectare","1246.0","Tonnes","1.5012048192771084"
"Assam","BONGAIGAON","Onion","2001-02","Whole Year","368.0","Hectare","736.0","Tonnes","2.0"
"Assam","BONGAIGAON","Onion","2002-03","Whole Year","353.0","Hectare","705.0","Tonnes","1.9971671388101984"
"Assam","BONGAIGAON","Onion","2003-04","Whole Year","337.0","Hectare","674.0","Tonnes","2.0"
"Assam","CACHAR","Onion","2001-02","Whole Year","140.0","Hectare","454.0","Tonnes","3.242857142857143"
"Assam","CACHAR","Onion","2002-03","Whole Year","145.0","Hectare","470.0","Tonnes","3.2413793103448274"
"Assam","CACHAR","Onion","2003-04","Whole Year","159.0","Hectare","516.0","Tonnes","3.2452830188679247"
"Assam","DARRANG","Onion","2001-02","Whole Year","605.0","Hectare","1513.0","Tonnes","2.5008264462809917"
"Assam","DARRANG","Onion","2002-03","Whole Year","620.0","Hectare","1550.0","Tonnes","2.5"
"Assam","DARRANG","Onion","2003-04","Whole Year","620.0","Hectare","1550.0","Tonnes","2.5"
"Assam","DHEMAJI","Onion","2001-02","Whole Year","153.0","Hectare","409.0","Tonnes","2.673202614379085"
"Assam","DHEMAJI","Onion","2002-03","Whole Year","153.0","Hectare","409.0","Tonnes","2.673202614379085"
"Assam","DHEMAJI","Onion","2003-04","Whole Year","158.0","Hectare","423.0","Tonnes","2.6772151898734178"
"Assam","DHUBRI","Onion","2001-02","Whole Year","825.0","Hectare","2145.0","Tonnes","2.6"
"Assam","DHUBRI","Onion","2002-03","Whole Year","843.0","Hectare","2192.0","Tonnes","2.6002372479240807"
"Assam","DHUBRI","Onion","2003-04","Whole Year","838.0","Hectare","2179.0","Tonnes","2.600238663484487"
"Assam","DIBRUGARH","Onion","2001-02","Whole Year","60.0","Hectare","111.0","Tonnes","1.85"
"Assam","DIBRUGARH","Onion","2002-03","Whole Year","56.0","Hectare","92.0","Tonnes","1.6428571428571428"
"Assam","DIBRUGARH","Onion","2003-04","Whole Year","58.0","Hectare","98.0","Tonnes","1.6896551724137931"
"Assam","DIMA HASAO","Onion","2001-02","Whole Year","19.0","Hectare","27.0","Tonnes","1.4210526315789473"
"Assam","DIMA HASAO","Onion","2002-03","Whole Year","20.0","Hectare","28.0","Tonnes","1.4"
"Assam","DIMA HASAO","Onion","2003-04","Whole Year","21.0","Hectare","29.0","Tonnes","1.380952380952381"
"Assam","GOALPARA","Onion","2001-02","Whole Year","300.0","Hectare","594.0","Tonnes","1.98"
"Assam","GOALPARA","Onion","2002-03","Whole Year","300.0","Hectare","596.0","Tonnes","1.9866666666666666"
"Assam","GOALPARA","Onion","2003-04","Whole Year","250.0","Hectare","496.0","Tonnes","1.984"
"Assam","GOLAGHAT","Onion","2001-02","Whole Year","166.0","Hectare","535.0","Tonnes","3.2228915662650603"
"Assam","GOLAGHAT","Onion","2002-03","Whole Year","162.0","Hectare","523.0","Tonnes","3.228395061728395"
"Assam","GOLAGHAT","Onion","2003-04","Whole Year","169.0","Hectare","545.0","Tonnes","3.224852071005917"
"Assam","HAILAKANDI","Onion","2001-02","Whole Year","50.0","Hectare","85.0","Tonnes","1.7"
"Assam","HAILAKANDI","Onion","2002-03","Whole Year","50.0","Hectare","85.0","Tonnes","1.7"
"Assam","HAILAKANDI","Onion","2003-04","Whole Year","50.0","Hectare","86.0","Tonnes","1.72"
"Assam","JORHAT","Onion","2001-02","Whole Year","310.0","Hectare","682.0","Tonnes","2.2"
"Assam","JORHAT","Onion","2002-03","Whole Year","300.0","Hectare","660.0","Tonnes","2.2"
"Assam","JORHAT","Onion","2003-04","Whole Year","185.0","Hectare","407.0","Tonnes","2.2"
"Assam","KAMRUP","Onion","2001-02","Whole Year","570.0","Hectare","1570.0","Tonnes","2.754385964912281"
"Assam","KAMRUP","Onion","2002-03","Whole Year","551.0","Hectare","1528.0","Tonnes","2.7731397459165152"
"Assam","KAMRUP","Onion","2003-04","Whole Year","560.0","Hectare","1557.0","Tonnes","2.780357142857143"
"Assam","KARBI ANGLONG","Onion","2001-02","Whole Year","229.0","Hectare","467.0","Tonnes","2.039301310043668"
"Assam","KARBI ANGLONG","Onion","2002-03","Whole Year","243.0","Hectare","496.0","Tonnes","2.0411522633744856"
"Assam","KARBI ANGLONG","Onion","2003-04","Whole Year","249.0","Hectare","507.0","Tonnes","2.036144578313253"
"Assam","KARIMGANJ","Onion","2001-02","Whole Year","30.0","Hectare","92.0","Tonnes","3.066666666666667"
"Assam","KARIMGANJ","Onion","2002-03","Whole Year","30.0","Hectare","92.0","Tonnes","3.066666666666667"
"Assam","KARIMGANJ","Onion","2003-04","Whole Year","42.0","Hectare","129.0","Tonnes","3.0714285714285716"
"Assam","KOKRAJHAR","Onion","2001-02","Whole Year","346.0","Hectare","969.0","Tonnes","2.800578034682081"
"Assam","KOKRAJHAR","Onion","2002-03","Whole Year","347.0","Hectare","972.0","Tonnes","2.8011527377521612"
"Assam","KOKRAJHAR","Onion","2003-04","Whole Year","338.0","Hectare","946.0","Tonnes","2.798816568047337"
"Assam","LAKHIMPUR","Onion","2001-02","Whole Year","232.0","Hectare","619.0","Tonnes","2.668103448275862"
"Assam","LAKHIMPUR","Onion","2002-03","Whole Year","222.0","Hectare","592.0","Tonnes","2.6666666666666665"
"Assam","LAKHIMPUR","Onion","2003-04","Whole Year","225.0","Hectare","600.0","Tonnes","2.6666666666666665"
"Assam","MARIGAON","Onion","2001-02","Whole Year","300.0","Hectare","795.0","Tonnes","2.65"
"Assam","MARIGAON","Onion","2002-03","Whole Year","300.0","Hectare","795.0","Tonnes","2.65"
"Assam","MARIGAON","Onion","2003-04","Whole Year","315.0","Hectare","835.0","Tonnes","2.6507936507936507"
"Assam","NAGAON","Onion","2001-02","Whole Year","1042.0","Hectare","2189.0","Tonnes","2.100767754318618"
"Assam","NAGAON","Onion","2002-03","Whole Year","1062.0","Hectare","2231.0","Tonnes","2.1007532956685497"
"Assam","NAGAON","Onion","2003-04","Whole Year","1047.0","Hectare","2199.0","Tonnes","2.1002865329512894"
"Assam","NALBARI","Onion","2001-02","Whole Year","340.0","Hectare","340.0","Tonnes","1.0"
"Assam","NALBARI","Onion","2002-03","Whole Year","350.0","Hectare","350.0","Tonnes","1.0"
"Assam","NALBARI","Onion","2003-04","Whole Year","340.0","Hectare","340.0","Tonnes","1.0"
"Assam","SIVASAGAR","Onion","2001-02","Whole Year","92.0","Hectare","229.0","Tonnes","2.489130434782609"
"Assam","SIVASAGAR","Onion","2002-03","Whole Year","98.0","Hectare","241.0","Tonnes","2.4591836734693877"
"Assam","SIVASAGAR","Onion","2003-04","Whole Year","94.0","Hectare","228.0","Tonnes","2.425531914893617"
"Assam","SONITPUR","Onion","2001-02","Whole Year","465.0","Hectare","1626.0","Tonnes","3.496774193548387"
"Assam","SONITPUR","Onion","2002-03","Whole Year","452.0","Hectare","1582.0","Tonnes","3.5"
"Assam","SONITPUR","Onion","2003-04","Whole Year","425.0","Hectare","1507.0","Tonnes","3.5458823529411765"
"Assam","TINSUKIA","Onion","2001-02","Whole Year","24.0","Hectare","51.0","Tonnes","2.125"
"Assam","TINSUKIA","Onion","2002-03","Whole Year","23.0","Hectare","47.0","Tonnes","2.0434782608695654"
"Assam","TINSUKIA","Onion","2003-04","Whole Year","22.0","Hectare","45.0","Tonnes","2.0454545454545454"
"Assam","BARPETA","Other Rabi pulses","2001-02","Rabi","12327.0","Hectare","7644.0","Tonnes","0.6201022146507666"
"Assam","BARPETA","Other Rabi pulses","2002-03","Rabi","12087.0","Hectare","7545.0","Tonnes","0.6242243732936212"
"Assam","BONGAIGAON","Other Rabi pulses","2001-02","Rabi","4684.0","Hectare","2485.0","Tonnes","0.5305294619982921"
"Assam","BONGAIGAON","Other Rabi pulses","2002-03","Rabi","6158.0","Hectare","3536.0","Tonnes","0.5742124066255277"
"Assam","CACHAR","Other Rabi pulses","2001-02","Rabi","3588.0","Hectare","1716.0","Tonnes","0.4782608695652174"
"Assam","CACHAR","Other Rabi pulses","2002-03","Rabi","3625.0","Hectare","1696.0","Tonnes","0.46786206896551724"
"Assam","DARRANG","Other Rabi pulses","2001-02","Rabi","11182.0","Hectare","6292.0","Tonnes","0.5626900375603648"
"Assam","DARRANG","Other Rabi pulses","2002-03","Rabi","8390.0","Hectare","4509.0","Tonnes","0.5374255065554231"
"Assam","DHEMAJI","Other Rabi pulses","2001-02","Rabi","1193.0","Hectare","635.0","Tonnes","0.5322715842414082"
"Assam","DHEMAJI","Other Rabi pulses","2002-03","Rabi","1507.0","Hectare","737.0","Tonnes","0.48905109489051096"
"Assam","DHUBRI","Other Rabi pulses","2001-02","Rabi","8954.0","Hectare","5722.0","Tonnes","0.6390440026803663"
"Assam","DHUBRI","Other Rabi pulses","2002-03","Rabi","8779.0","Hectare","4710.0","Tonnes","0.536507574894635"
"Assam","DIBRUGARH","Other Rabi pulses","2001-02","Rabi","3638.0","Hectare","1447.0","Tonnes","0.3977460142935679"
"Assam","DIBRUGARH","Other Rabi pulses","2002-03","Rabi","3084.0","Hectare","1206.0","Tonnes","0.39105058365758755"
"Assam","DIMA HASAO","Other Rabi pulses","2001-02","Rabi","476.0","Hectare","247.0","Tonnes","0.5189075630252101"
"Assam","DIMA HASAO","Other Rabi pulses","2002-03","Rabi","486.0","Hectare","236.0","Tonnes","0.48559670781893005"
"Assam","GOALPARA","Other Rabi pulses","2001-02","Rabi","4883.0","Hectare","2471.0","Tonnes","0.5060413680114684"
"Assam","GOALPARA","Other Rabi pulses","2002-03","Rabi","4197.0","Hectare","2016.0","Tonnes","0.48034310221586846"
"Assam","GOLAGHAT","Other Rabi pulses","2001-02","Rabi","4050.0","Hectare","2677.0","Tonnes","0.6609876543209876"
"Assam","GOLAGHAT","Other Rabi pulses","2002-03","Rabi","3961.0","Hectare","2456.0","Tonnes","0.6200454430699318"
"Assam","HAILAKANDI","Other Rabi pulses","2001-02","Rabi","1610.0","Hectare","913.0","Tonnes","0.5670807453416149"
"Assam","HAILAKANDI","Other Rabi pulses","2002-03","Rabi","1970.0","Hectare","1096.0","Tonnes","0.5563451776649746"
"Assam","JORHAT","Other Rabi pulses","2001-02","Rabi","6404.0","Hectare","2684.0","Tonnes","0.41911305434103685"
"Assam","JORHAT","Other Rabi pulses","2002-03","Rabi","4516.0","Hectare","1878.0","Tonnes","0.4158547387068202"
"Assam","KAMRUP","Other Rabi pulses","2001-02","Rabi","9634.0","Hectare","5842.0","Tonnes","0.6063940211750052"
"Assam","KAMRUP","Other Rabi pulses","2002-03","Rabi","8780.0","Hectare","5158.0","Tonnes","0.5874715261958998"
"Assam","KARBI ANGLONG","Other Rabi pulses","2001-02","Rabi","2243.0","Hectare","1260.0","Tonnes","0.5617476593847526"
"Assam","KARBI ANGLONG","Other Rabi pulses","2002-03","Rabi","1865.0","Hectare","996.0","Tonnes","0.5340482573726542"
"Assam","KARIMGANJ","Other Rabi pulses","2001-02","Rabi","566.0","Hectare","219.0","Tonnes","0.3869257950530035"
"Assam","KARIMGANJ","Other Rabi pulses","2002-03","Rabi","799.0","Hectare","301.0","Tonnes","0.376720901126408"
"Assam","KOKRAJHAR","Other Rabi pulses","2001-02","Rabi","2240.0","Hectare","1160.0","Tonnes","0.5178571428571429"
"Assam","KOKRAJHAR","Other Rabi pulses","2002-03","Rabi","2258.0","Hectare","1123.0","Tonnes","0.4973427812223206"
"Assam","LAKHIMPUR","Other Rabi pulses","2001-02","Rabi","2901.0","Hectare","1256.0","Tonnes","0.4329541537400896"
"Assam","LAKHIMPUR","Other Rabi pulses","2002-03","Rabi","2305.0","Hectare","1084.0","Tonnes","0.4702819956616052"
"Assam","MARIGAON","Other Rabi pulses","2001-02","Rabi","1563.0","Hectare","947.0","Tonnes","0.6058861164427384"
"Assam","MARIGAON","Other Rabi pulses","2002-03","Rabi","2280.0","Hectare","1318.0","Tonnes","0.5780701754385965"
"Assam","NAGAON","Other Rabi pulses","2001-02","Rabi","10043.0","Hectare","4556.0","Tonnes","0.45364930797570446"
"Assam","NAGAON","Other Rabi pulses","2002-03","Rabi","9845.0","Hectare","3823.0","Tonnes","0.38831894362620617"
"Assam","NALBARI","Other Rabi pulses","2001-02","Rabi","7235.0","Hectare","4532.0","Tonnes","0.6263994471319972"
"Assam","NALBARI","Other Rabi pulses","2002-03","Rabi","6755.0","Hectare","4169.0","Tonnes","0.6171724648408586"
"Assam","SIVASAGAR","Other Rabi pulses","2001-02","Rabi","1176.0","Hectare","575.0","Tonnes","0.48894557823129253"
"Assam","SIVASAGAR","Other Rabi pulses","2002-03","Rabi","952.0","Hectare","459.0","Tonnes","0.48214285714285715"
"Assam","SONITPUR","Other Rabi pulses","2001-02","Rabi","6321.0","Hectare","3567.0","Tonnes","0.5643094447081158"
"Assam","SONITPUR","Other Rabi pulses","2002-03","Rabi","5489.0","Hectare","3180.0","Tonnes","0.5793404991801785"
"Assam","TINSUKIA","Other Rabi pulses","2001-02","Rabi","1907.0","Hectare","921.0","Tonnes","0.48295752490823285"
"Assam","TINSUKIA","Other Rabi pulses","2002-03","Rabi","1577.0","Hectare","735.0","Tonnes","0.4660748256182625"
"Assam","BARPETA","Peas & beans (Pulses)","2001-02","Rabi","2135.0","Hectare","1708.0","Tonnes","0.8"
"Assam","BARPETA","Peas & beans (Pulses)","2002-03","Rabi","2105.0","Hectare","1684.0","Tonnes","0.8"
"Assam","BARPETA","Peas & beans (Pulses)","2003-04","Rabi","2135.0","Hectare","1708.0","Tonnes","0.8"
"Assam","BONGAIGAON","Peas & beans (Pulses)","2001-02","Rabi","363.0","Hectare","265.0","Tonnes","0.7300275482093664"
"Assam","BONGAIGAON","Peas & beans (Pulses)","2002-03","Rabi","400.0","Hectare","285.0","Tonnes","0.7125"
"Assam","BONGAIGAON","Peas & beans (Pulses)","2003-04","Rabi","428.0","Hectare","307.0","Tonnes","0.7172897196261683"
"Assam","CACHAR","Peas & beans (Pulses)","2001-02","Rabi","360.0","Hectare","189.0","Tonnes","0.525"
"Assam","CACHAR","Peas & beans (Pulses)","2002-03","Rabi","380.0","Hectare","200.0","Tonnes","0.5263157894736842"
"Assam","CACHAR","Peas & beans (Pulses)","2003-04","Rabi","418.0","Hectare","219.0","Tonnes","0.5239234449760766"
"Assam","DARRANG","Peas & beans (Pulses)","2001-02","Rabi","1535.0","Hectare","894.0","Tonnes","0.5824104234527687"
"Assam","DARRANG","Peas & beans (Pulses)","2002-03","Rabi","1525.0","Hectare","893.0","Tonnes","0.5855737704918033"
"Assam","DARRANG","Peas & beans (Pulses)","2003-04","Rabi","1841.0","Hectare","1113.0","Tonnes","0.6045627376425855"
"Assam","DHEMAJI","Peas & beans (Pulses)","2001-02","Rabi","225.0","Hectare","144.0","Tonnes","0.64"
"Assam","DHEMAJI","Peas & beans (Pulses)","2002-03","Rabi","220.0","Hectare","141.0","Tonnes","0.6409090909090909"
"Assam","DHEMAJI","Peas & beans (Pulses)","2003-04","Rabi","331.0","Hectare","209.0","Tonnes","0.6314199395770392"
"Assam","DHUBRI","Peas & beans (Pulses)","2001-02","Rabi","470.0","Hectare","361.0","Tonnes","0.7680851063829788"
"Assam","DHUBRI","Peas & beans (Pulses)","2002-03","Rabi","490.0","Hectare","375.0","Tonnes","0.7653061224489796"
"Assam","DHUBRI","Peas & beans (Pulses)","2003-04","Rabi","485.0","Hectare","372.0","Tonnes","0.7670103092783506"
"Assam","DIBRUGARH","Peas & beans (Pulses)","2001-02","Rabi","1675.0","Hectare","573.0","Tonnes","0.342089552238806"
"Assam","DIBRUGARH","Peas & beans (Pulses)","2002-03","Rabi","1673.0","Hectare","572.0","Tonnes","0.34190077704722055"
"Assam","DIBRUGARH","Peas & beans (Pulses)","2003-04","Rabi","1446.0","Hectare","495.0","Tonnes","0.34232365145228216"
"Assam","DIMA HASAO","Peas & beans (Pulses)","2001-02","Rabi","128.0","Hectare","64.0","Tonnes","0.5"
"Assam","DIMA HASAO","Peas & beans (Pulses)","2002-03","Rabi","126.0","Hectare","59.0","Tonnes","0.46825396825396826"
"Assam","DIMA HASAO","Peas & beans (Pulses)","2003-04","Rabi","126.0","Hectare","62.0","Tonnes","0.49206349206349204"
"Assam","GOALPARA","Peas & beans (Pulses)","2001-02","Rabi","270.0","Hectare","139.0","Tonnes","0.5148148148148148"
"Assam","GOALPARA","Peas & beans (Pulses)","2002-03","Rabi","248.0","Hectare","132.0","Tonnes","0.532258064516129"
"Assam","GOALPARA","Peas & beans (Pulses)","2003-04","Rabi","251.0","Hectare","130.0","Tonnes","0.5179282868525896"
"Assam","GOLAGHAT","Peas & beans (Pulses)","2001-02","Rabi","1105.0","Hectare","960.0","Tonnes","0.8687782805429864"
"Assam","GOLAGHAT","Peas & beans (Pulses)","2002-03","Rabi","1103.0","Hectare","958.0","Tonnes","0.8685403445149592"
"Assam","GOLAGHAT","Peas & beans (Pulses)","2003-04","Rabi","1076.0","Hectare","935.0","Tonnes","0.8689591078066915"
"Assam","HAILAKANDI","Peas & beans (Pulses)","2001-02","Rabi","350.0","Hectare","200.0","Tonnes","0.5714285714285714"
"Assam","HAILAKANDI","Peas & beans (Pulses)","2002-03","Rabi","400.0","Hectare","228.0","Tonnes","0.57"
"Assam","HAILAKANDI","Peas & beans (Pulses)","2003-04","Rabi","380.0","Hectare","217.0","Tonnes","0.5710526315789474"
"Assam","JORHAT","Peas & beans (Pulses)","2001-02","Rabi","852.0","Hectare","356.0","Tonnes","0.41784037558685444"
"Assam","JORHAT","Peas & beans (Pulses)","2002-03","Rabi","425.0","Hectare","183.0","Tonnes","0.43058823529411766"
"Assam","JORHAT","Peas & beans (Pulses)","2003-04","Rabi","2185.0","Hectare","956.0","Tonnes","0.43752860411899314"
"Assam","KAMRUP","Peas & beans (Pulses)","2001-02","Rabi","2683.0","Hectare","2083.0","Tonnes","0.7763697353708535"
"Assam","KAMRUP","Peas & beans (Pulses)","2002-03","Rabi","2645.0","Hectare","2048.0","Tonnes","0.7742911153119093"
"Assam","KAMRUP","Peas & beans (Pulses)","2003-04","Rabi","2602.0","Hectare","2046.0","Tonnes","0.7863182167563413"
"Assam","KARBI ANGLONG","Peas & beans (Pulses)","2001-02","Rabi","552.0","Hectare","314.0","Tonnes","0.5688405797101449"
"Assam","KARBI ANGLONG","Peas & beans (Pulses)","2002-03","Rabi","567.0","Hectare","326.0","Tonnes","0.5749559082892416"
"Assam","KARBI ANGLONG","Peas & beans (Pulses)","2003-04","Rabi","481.0","Hectare","291.0","Tonnes","0.604989604989605"
"Assam","KARIMGANJ","Peas & beans (Pulses)","2001-02","Rabi","20.0","Hectare","7.0","Tonnes","0.35"
"Assam","KARIMGANJ","Peas & beans (Pulses)","2002-03","Rabi","100.0","Hectare","33.0","Tonnes","0.33"
"Assam","KARIMGANJ","Peas & beans (Pulses)","2003-04","Rabi","200.0","Hectare","65.0","Tonnes","0.325"
"Assam","KOKRAJHAR","Peas & beans (Pulses)","2001-02","Rabi","314.0","Hectare","166.0","Tonnes","0.5286624203821656"
"Assam","KOKRAJHAR","Peas & beans (Pulses)","2002-03","Rabi","320.0","Hectare","170.0","Tonnes","0.53125"
"Assam","KOKRAJHAR","Peas & beans (Pulses)","2003-04","Rabi","332.0","Hectare","176.0","Tonnes","0.5301204819277109"
"Assam","LAKHIMPUR","Peas & beans (Pulses)","2001-02","Rabi","578.0","Hectare","240.0","Tonnes","0.41522491349480967"
"Assam","LAKHIMPUR","Peas & beans (Pulses)","2002-03","Rabi","375.0","Hectare","156.0","Tonnes","0.416"
